provider_id,total_reviews,suspicious_count,avg_rating,avg_fraud_score,avg_recency,verified_count,fraud_ratio,weighted_rating,S_overall,recency_boost,S_cred,S_final,tier
P10052,1,0,4.2,0.4734434549850818,0.07403978132372105,1,0.0,4.1999999720000005,0.7999999930000001,0.07403978132372105,0.6,0.6774039756823722,Trusted
P10053,2,0,2.25,0.1639854809254283,0.09145274484155598,0,0.0,2.24999998875,0.3124999971875,0.09145274484155598,0.585,0.5025202734997806,Verified
P10054,1,0,1.7,0.21570761221092905,0.38778619045843365,0,0.0,1.6999999830000003,0.17499999575000008,0.38778619045843365,0.375,0.4000286175583434,Verified
P10058,2,0,4.05,0.37859055222133364,0.397666894596094,2,0.0,4.0499999865000005,0.7624999966250001,0.397666894596094,0.32999999999999996,0.5886416882783594,Verified
P10059,1,0,4.3,0.201210640537962,0.14303542913246692,0,0.0,4.299999957000001,0.8249999892500002,0.14303542913246692,0.495,0.6510535391507467,Trusted
P1006,1,0,1.5,0.1292206679689274,0.1067436550467863,1,0.0,1.49999999,0.12499999750000002,0.1067436550467863,0.5,0.4044243646296786,Verified
P10061,1,0,4.0,0.1589599749927716,0.04335139480378777,0,0.0,3.9999999600000007,0.7499999900000002,0.04335139480378777,0.5,0.6168351359803789,Verified
P10062,3,1,2.5,0.4125813032578663,0.319695043362938,2,0.3333333333333333,2.5648648579327973,0.3912162144831993,0.319695043362938,0.7349999999999999,0.5628951794054134,Verified
P10064,1,0,4.1,0.20527739957352198,0.1550828556705149,0,0.0,4.099999959000001,0.7749999897500002,0.1550828556705149,0.675,0.7067582819795516,Trusted
P10066,3,0,2.0,0.4717375856968011,0.1066196953524333,1,0.0,2.0142857085306125,0.2535714271326531,0.1066196953524333,0.595,0.48741196903167194,Verified
P10069,2,0,4.1,0.3188856487798128,0.20717568499954678,1,0.0,3.97999998408,0.74499999602,0.20717568499954678,0.6,0.6714675671069547,Trusted
P10070,2,0,3.3000000000000003,0.29879344384063206,0.09851625174445217,1,0.0,3.0799999876800004,0.5199999969200001,0.09851625174445217,0.48,0.5338516240964453,Verified
P10071,2,0,3.7,0.0854892652756678,0.0647936904401031,1,0.0,3.6999999852000003,0.6749999963000001,0.0647936904401031,0.305,0.5147293677490103,Verified
P10072,1,0,1.1,0.438793894082813,0.42862199142653645,0,0.0,1.0999999890000003,0.024999997250000072,0.42862199142653645,0.565,0.4276121981801536,Verified
P10075,1,0,3.7,0.13923992098483207,0.05764476209912121,0,0.0,3.6999999630000007,0.6749999907500002,0.05764476209912121,0.44500000000000006,0.5700144729724123,Verified
P10076,2,0,3.1500000000000004,0.21994150570230164,0.07880085743809706,1,0.0,3.0599999877600004,0.5149999969400001,0.07880085743809706,0.64,0.5941300846728097,Verified
P10077,1,0,2.7,0.2764150935468498,0.1092386697111909,0,0.0,2.6999999730000006,0.42499999325000015,0.1092386697111909,0.715,0.5956738646086192,Verified
P10080,1,0,2.1,0.3709157649824666,0.021675697401893883,1,0.0,2.0999999860000003,0.27499999650000007,0.021675697401893883,0.79,0.5644175685151894,Verified
P10081,2,1,3.25,0.42957690447585795,0.1742793944192828,0,0.5,3.3470588038408304,0.5867647009602076,0.1742793944192828,0.42000000000000004,0.465795584778001,Verified
P10084,1,0,3.5,0.3069171149638039,0.07432544468767008,1,0.0,3.499999976666667,0.6249999941666667,0.07432544468767008,0.495,0.5741825424271003,Verified
P10085,1,0,2.4,0.16053700497651036,0.2022826437789904,1,0.0,2.399999984,0.349999996,0.2022826437789904,0.79,0.6087282629778991,Verified
P10087,3,1,3.3333333333333335,0.31786289417392927,0.13109792452497052,2,0.3333333333333333,3.621621611833455,0.6554054029583638,0.13109792452497052,0.62,0.5905016834879244,Verified
P10088,1,0,1.7,0.25458996161898173,0.2996003285711177,1,0.0,1.6999999886666668,0.1749999971666667,0.2996003285711177,0.305,0.3632100318654451,Verified
P10089,1,0,3.3,0.17913300587585723,0.02314214925447756,0,0.0,3.299999967,0.57499999175,0.02314214925447756,0.575,0.5835642120379478,Verified
P1009,4,0,3.225,0.2952699244273994,0.10356892009805843,4,0.0,3.224999994625,0.55624999865625,0.10356892009805843,0.625,0.6050443915394933,Verified
P10090,2,0,2.7,0.23488571483833814,0.1293481281041636,0,0.0,2.6999999865000004,0.4249999966250001,0.1293481281041636,0.365,0.45768481162916635,Verified
P10091,1,0,2.9,0.26903995465763475,0.1649384888466118,0,0.0,2.899999971,0.47499999275000004,0.1649384888466118,0.495,0.5307438463471612,Verified
P10092,1,1,3.7,0.6340820617458708,0.14922442041978376,0,1.0,3.6999999471428575,0.6749999867857144,0.14922442041978376,0.74,0.5471724374169783,Verified
P10093,1,0,4.8,0.3686677754903003,0.0207767111502505,1,0.0,4.799999968,0.949999992,0.0207767111502505,0.375,0.634577668315025,Verified
P10094,3,0,3.4333333333333336,0.3652450553604365,0.20899454342506504,1,0.0,3.314285704816327,0.5785714262040818,0.20899454342506504,0.43500000000000005,0.5473994535139352,Verified
P10095,1,1,1.0,0.5992030200328438,0.0531666975594285,0,1.0,0.9999999857142858,0.0,0.0531666975594285,0.53,0.21731666975594288,Verified
P10096,1,0,1.3,0.39165227802846525,0.02567782233080594,0,0.0,1.2999999870000003,0.07499999675000008,0.02567782233080594,0.59,0.4148177810955806,Verified
P10099,1,1,1.8,0.630171460589487,0.02314214925447756,0,1.0,1.7999999742857147,0.19999999357142867,0.02314214925447756,0.685,0.3463142126754478,Verified
P101,1,0,2.3,0.04730822326768658,0.086369554997986,1,0.0,2.2999999846666666,0.32499999616666664,0.086369554997986,0.515,0.4783869541581319,Verified
P1010,2,1,1.85,0.43243378841665975,0.22710187697323303,1,0.5,1.9772727182851237,0.24431817957128094,0.22710187697323303,0.28,0.29522155054727167,Verified
P10100,1,0,4.3,0.4206961256173669,0.05786716951795565,1,0.0,4.2999999713333334,0.8249999928333334,0.05786716951795565,0.4,0.6045367144434622,Verified
P10101,2,0,3.05,0.1516401474580188,0.041120947459986575,2,0.0,3.0499999898333336,0.5124999974583334,0.041120947459986575,0.7050000000000001,0.6154870938564153,Verified
P10102,2,1,1.15,0.5749177339332654,0.27654537184855094,1,0.5,1.0954545404752067,0.023863635118801685,0.27654537184855094,0.355,0.25300680947643567,Verified
P10103,1,0,2.5,0.21648800326136886,0.3113624055897057,0,0.0,2.4999999750000006,0.37499999375000015,0.3113624055897057,0.585,0.5463862383714706,Verified
P10104,2,0,3.55,0.2846111107167095,0.09538981897922405,0,0.0,3.54999998225,0.6374999955625,0.09538981897922405,0.6699999999999999,0.6506639803447973,Trusted
P10105,1,1,3.9,0.713027456022042,0.035484513408464924,0,1.0,3.899999944285715,0.7249999860714288,0.035484513408464924,0.645,0.5152984464658465,Verified
P10106,1,0,3.4,0.2947404223423875,0.17745874249536422,1,0.0,3.3999999773333336,0.5999999943333334,0.17745874249536422,0.625,0.6277458722662032,Verified
P10107,1,0,1.6,0.4674387742684444,0.21932027778079144,1,0.0,1.5999999893333336,0.1499999973333334,0.21932027778079144,0.5449999999999999,0.4424320268447458,Verified
P10108,1,0,1.7,0.3519237468045232,0.07432544468767008,1,0.0,1.6999999886666668,0.1749999971666667,0.07432544468767008,0.615,0.4646825434771003,Verified
P10109,2,0,2.35,0.29971900479379343,0.08958997631607704,0,0.0,2.34999998825,0.3374999970625,0.08958997631607704,0.71,0.5610839966034826,Verified
P1011,1,0,2.0,0.16392685936383022,0.01630107717508065,1,0.0,1.999999986666667,0.24999999666666672,0.01630107717508065,0.7349999999999999,0.5331301065508414,Verified
P10110,1,0,1.1,0.5134808298913902,0.01661798060840256,1,0.0,1.0999999926666668,0.024999998166666704,0.01661798060840256,0.6399999999999999,0.4164117974191736,Verified
P10111,1,0,1.1,0.5079507320199956,0.08570692313079582,1,0.0,1.0999999926666668,0.024999998166666704,0.08570692313079582,0.56,0.391320691671413,Verified
P10114,3,0,2.8333333333333335,0.23478143398000403,0.10322435411448506,1,0.0,2.771428563510204,0.442857140877551,0.10322435411448506,0.5149999999999999,0.5213224347185913,Verified
P10116,1,0,2.4,0.21057173500270843,0.08838834764831845,1,0.0,2.399999984,0.349999996,0.08838834764831845,0.645,0.5393388333648318,Verified
P10117,1,0,4.7,0.1908981107347566,0.16621368920200397,1,0.0,4.699999968666668,0.924999992166667,0.16621368920200397,0.40499999999999997,0.6523713661785339,Trusted
P10119,1,0,3.1,0.12573487549064744,0.03427578061545708,1,0.0,3.099999979333334,0.5249999948333335,0.03427578061545708,0.46499999999999997,0.5231775762532124,Verified
P10120,2,0,3.15,0.23643192263913088,0.28217062495257955,1,0.0,2.9599999881600003,0.4899999970400001,0.28217062495257955,0.5700000000000001,0.5777170614592579,Verified
P10121,2,0,2.8,0.4177082551741914,0.042451377262560125,1,0.0,3.13999998744,0.53499999686,0.042451377262560125,0.6250000000000001,0.5914951366272561,Verified
P10123,2,0,3.75,0.3867336337919064,0.025281897452611793,1,0.0,3.939999984240001,0.7349999960600002,0.025281897452611793,0.6399999999999999,0.6657781883662611,Trusted
P10124,1,0,2.8,0.38178191219652846,0.5655701084185465,0,0.0,2.799999972,0.44999999300000004,0.5655701084185465,0.59,0.6000570083918546,Verified
P10125,1,0,3.1,0.4999978866516428,0.5256674182834713,0,0.0,3.0999999690000006,0.5249999922500002,0.5256674182834713,0.41000000000000003,0.5503167391158472,Verified
P10126,1,0,1.5,0.5562668561526639,0.27210251987756573,1,0.0,1.49999999,0.12499999750000002,0.27210251987756573,0.35000000000000003,0.3609602511127566,Verified
P10127,1,0,1.6,0.32199596851957557,0.24055595922353626,1,0.0,1.5999999893333336,0.1499999973333334,0.24055595922353626,0.6749999999999999,0.49655559498902024,Verified
P10128,2,0,2.3,0.26752059497567476,0.35263435619591915,2,0.0,2.2999999923333334,0.32499999808333335,0.35263435619591915,0.505,0.5010134349487586,Verified
P10129,2,0,2.75,0.18278207522304918,0.20968370418947804,1,0.0,2.7999999888000002,0.44999999720000006,0.20968370418947804,0.8250000000000001,0.6584683694389479,Trusted
P1013,1,0,1.4,0.21744835316482558,0.5421134351507092,0,0.0,1.399999986,0.09999999650000002,0.5421134351507092,0.5700000000000001,0.467211342290071,Verified
P10130,1,1,4.3,0.6350953079053441,0.033235961216805124,0,1.0,4.299999938571429,0.8249999846428573,0.033235961216805124,0.73,0.5840735907466805,Verified
P10131,1,1,4.2,0.6062697197008027,0.09473228540689989,0,1.0,4.1999999400000005,0.7999999850000001,0.09473228540689989,0.645,0.54747322329069,Verified
P10132,1,0,3.3,0.19219858506341914,0.034540779330601255,1,0.0,3.299999978,0.5749999945,0.034540779330601255,0.8450000000000001,0.6927040760080602,Trusted
P10133,1,0,1.2,0.4334228418613191,0.024612850403050616,1,0.0,1.199999992,0.04999999799999999,0.024612850403050616,0.5700000000000001,0.3979612843403051,Verified
P10134,1,0,2.5,0.046512823616902677,0.1126563078263538,0,0.0,2.4999999750000006,0.37499999375000015,0.1126563078263538,0.28,0.4045156285951354,Verified
P10135,1,0,1.2,0.14900132053699544,0.08570692313079582,0,0.0,1.199999988,0.04999999700000002,0.08570692313079582,0.615,0.4220706912630796,Verified
P10136,2,0,2.25,0.13617423651653282,0.13471949040922426,2,0.0,2.2499999925,0.31249999812499996,0.13471949040922426,0.32999999999999996,0.4048469483846724,Verified
P10138,3,1,3.233333333333333,0.45655368608073155,0.060211323757102274,2,0.3333333333333333,3.5432432336669097,0.6358108084167274,0.060211323757102274,0.495,0.5265549153215648,Verified
P10139,2,0,4.35,0.1875691905154347,0.2030871890167041,2,0.0,4.3499999855,0.837499996375,0.2030871890167041,0.63,0.7154337176329204,Trusted
P10142,1,1,2.0,0.6538638687525662,0.025876347055937825,0,1.0,1.9999999714285717,0.24999999285714292,0.025876347055937825,0.52,0.29808763220559376,Verified
P10143,1,0,2.5,0.5529233562158085,0.0698842477080301,1,0.0,2.4999999833333337,0.37499999583333343,0.0698842477080301,0.76,0.5922384233124697,Verified
P10144,2,1,3.8,0.45642514248204896,0.1468787740361982,0,0.5,3.8882352712456747,0.7220588178114187,0.1468787740361982,0.455,0.5244084636376163,Verified
P10145,1,0,2.0,0.2407044609594453,0.020617311105826482,0,0.0,1.9999999800000003,0.24999999500000009,0.020617311105826482,0.515,0.44556172936058275,Verified
P10146,1,0,2.5,0.2168704686015449,0.10756892965554124,1,0.0,2.4999999833333337,0.37499999583333343,0.10756892965554124,0.35000000000000003,0.43200689150722077,Verified
P10147,2,0,3.35,0.2592734986982061,0.02979382499931571,1,0.0,3.2999999868,0.5749999967,0.02979382499931571,0.8199999999999998,0.6822293813449315,Trusted
P10148,1,0,2.4,0.2570945504471529,0.1294081154801722,1,0.0,2.399999984,0.349999996,0.1294081154801722,0.69,0.5614408101480172,Verified
P10149,1,0,1.6,0.28103493750867503,0.6179472329646447,0,0.0,1.5999999840000003,0.14999999600000008,0.6179472329646447,0.5900000000000001,0.5002947218964646,Verified
P1015,2,0,1.65,0.3596885097922158,0.0485723509385797,1,0.0,1.71999999312,0.17999999828000002,0.0485723509385797,0.585,0.45185723449185794,Verified
P10151,3,0,2.1666666666666665,0.3997133317500629,0.2760763003911754,1,0.0,2.0142857085306125,0.2535714271326531,0.2760763003911754,0.7050000000000001,0.5483576295355462,Verified
P10152,1,0,3.4,0.12845002669599115,0.3590414275196867,0,0.0,3.3999999660000007,0.5999999915000002,0.3590414275196867,0.4099999999999999,0.5599041397769686,Verified
P10153,2,0,2.65,0.2195695178241725,0.17123326859329074,1,0.0,2.5799999896799997,0.3949999974199999,0.17123326859329074,0.6050000000000001,0.547373325956329,Verified
P10155,2,0,2.6,0.3836844053330695,0.09777642114192982,0,0.0,2.5999999870000003,0.3999999967500001,0.09777642114192982,0.83,0.631777640976693,Verified
P10157,2,1,3.75,0.4812991748027298,0.3836163389700685,0,0.5,3.5647058613840836,0.6411764653460209,0.3836163389700685,0.43000000000000005,0.5097733967681142,Verified
P10158,2,1,2.4000000000000004,0.5015483512643449,0.2750765057329469,0,0.5,2.452941162041523,0.3632352905103807,0.2750765057329469,0.5700000000000001,0.45764000225192797,Verified
P10159,1,1,2.7,0.758304420422245,0.0441941738241592,0,1.0,2.699999961428572,0.424999990357143,0.0441941738241592,0.575,0.3831694140074159,Verified
P10160,2,1,4.15,0.5473796361582604,0.09905173356632696,0,0.5,4.141176446228374,0.7852941115570935,0.09905173356632696,0.435,0.5337581124016153,Verified
P10161,1,0,1.3,0.3407230518567106,0.4523638523163577,1,0.0,1.2999999913333335,0.07499999783333339,0.4523638523163577,0.7850000000000001,0.5354863844733025,Verified
P10162,1,0,3.3,0.17710401057462055,0.4774208019552083,0,0.0,3.299999967,0.57499999175,0.4774208019552083,0.585,0.6329920773080209,Verified
P10164,1,0,1.3,0.4018795337858402,0.44203184765024595,1,0.0,1.2999999913333335,0.07499999783333339,0.44203184765024595,0.6449999999999999,0.47845318400669123,Verified
P10165,1,1,1.7,0.7079680256526336,0.1961460244741877,0,1.0,1.699999975714286,0.17499999392857152,0.1961460244741877,0.5,0.2808646003224188,Verified
P10166,1,0,2.5,0.13685021657832674,0.10756892965554124,0,0.0,2.4999999750000006,0.37499999375000015,0.10756892965554124,0.53,0.5040068907780543,Verified
P10168,1,0,2.5,0.13185255924678507,0.042036249810262244,1,0.0,2.4999999833333337,0.37499999583333343,0.042036249810262244,0.86,0.629453623522693,Verified
P10169,1,0,1.1,0.46004884515710454,0.5216344696025808,0,0.0,1.0999999890000003,0.024999997250000072,0.5216344696025808,0.335,0.3449134459977581,Verified
P1017,2,0,1.9,0.31588026067651387,0.12891074667537442,0,0.0,1.8999999905,0.224999997625,0.12891074667537442,0.72,0.5296410738362874,Verified
P10170,1,0,3.6,0.2463959429842285,0.02150940028663838,0,0.0,3.5999999640000007,0.6499999910000002,0.02150940028663838,0.62,0.6276509368786638,Verified
P10171,1,1,2.3,0.5936166007966421,0.02201215868585367,0,1.0,2.2999999671428575,0.32499999178571437,0.02201215868585367,0.675,0.38595121299358537,Verified
P10172,1,1,1.2,0.5910034287175772,0.032854213642716956,0,1.0,1.199999982857143,0.04999999571428576,0.032854213642716956,0.535,0.23478541986427173,Verified
P10174,1,0,4.8,0.24249424609235304,0.033235961216805124,0,0.0,4.799999952,0.9499999880000001,0.033235961216805124,0.8150000000000001,0.8118235919216806,Elite
P10175,2,0,3.9499999999999997,0.3545112083546598,0.06462289087200994,2,0.0,3.949999986833333,0.7374999967083332,0.06462289087200994,0.6250000000000001,0.6645872879351177,Trusted
P10177,1,1,2.5,0.7772987683985904,0.31376966330766026,0,1.0,2.4999999642857147,0.3749999910714287,0.31376966330766026,0.5,0.36262696320576604,Verified
P10178,2,0,2.1,0.2833081882114378,0.0762661605251561,1,0.0,2.1999999912,0.2999999978,0.0762661605251561,0.48,0.45462661528251563,Verified
P10179,4,2,1.925,0.5331026709921758,0.22685006883822612,1,0.5,1.8205128158448387,0.20512820396120968,0.22685006883822612,0.6599999999999999,0.433479878270246,Verified
P10180,1,0,2.3,0.15308763656354907,0.034540779330601255,1,0.0,2.2999999846666666,0.32499999616666664,0.034540779330601255,0.5900000000000001,0.5032040765913934,Verified
P10183,3,1,3.1666666666666665,0.3748859796264539,0.2740510385193785,1,0.3333333333333333,3.459374989189453,0.6148437472973632,0.2740510385193785,0.69,0.618600415406015,Verified
P10184,3,0,2.2333333333333334,0.18599406937340923,0.07638670198304486,2,0.0,2.31249999421875,0.32812499855468746,0.07638670198304486,0.45,0.4524824196924451,Verified
P10185,1,0,4.9,0.059201116822098054,0.19464118163411173,1,0.0,4.8999999673333345,0.9749999918333336,0.19464118163411173,0.5349999999999999,0.7247141153050779,Trusted
P10186,1,0,2.8,0.25005244599101994,0.0877102274954309,0,0.0,2.799999972,0.44999999300000004,0.0877102274954309,0.44,0.49227102029954317,Verified
P10187,1,0,2.4,0.33618586413376594,0.23963140337568972,0,0.0,2.399999976,0.34999999400000004,0.23963140337568972,0.41500000000000004,0.462463138237569,Verified
P10188,1,0,1.2,0.08044304555368331,0.21932027778079144,1,0.0,1.199999992,0.04999999799999999,0.21932027778079144,0.54,0.4054320270780791,Verified
P10189,3,0,2.733333333333333,0.1530077295317729,0.2931630059355986,1,0.0,2.6142857068163265,0.40357142670408164,0.2931630059355986,0.7650000000000001,0.6265662999399885,Verified
P1019,2,0,3.1500000000000004,0.36434155540364677,0.3913901519843602,1,0.0,3.239999987040001,0.5599999967600002,0.3913901519843602,0.655,0.6471390140644361,Verified
P10192,2,0,3.15,0.2309533464483472,0.07300154394217107,2,0.0,3.1499999895,0.537499997375,0.07300154394217107,0.7850000000000001,0.6594251534754672,Trusted
P10193,1,0,4.3,0.2730356682038746,0.3731371160774778,1,0.0,4.2999999713333334,0.8249999928333334,0.3731371160774778,0.8099999999999999,0.8000637090994144,Elite
P10195,4,1,3.2,0.432649541048602,0.4573200377502717,3,0.25,3.461538454881657,0.6153846137204142,0.4573200377502717,0.635,0.6276166185771722,Verified
P10196,3,1,3.1999999999999997,0.3753112260446199,0.041269710290706495,0,0.3333333333333333,3.0222222110288066,0.5055555527572017,0.041269710290706495,0.385,0.43507141449409126,Verified
P10197,1,0,1.8,0.5544077492001094,0.38333208616740017,1,0.0,1.7999999880000002,0.19999999700000004,0.38333208616740017,0.6399999999999999,0.5143332075667401,Verified
P10198,1,0,3.7,0.278264298469312,0.31376966330766026,1,0.0,3.699999975333334,0.6749999938333335,0.31376966330766026,0.6799999999999999,0.6896269641724327,Trusted
P102,2,0,3.7,0.21511012134339846,0.028267256301755778,1,0.0,3.67999998528,0.66999999632,0.028267256301755778,0.455,0.5693267243421756,Verified
P1020,1,0,3.0,0.30927955081031533,0.016554110849363982,0,0.0,2.9999999700000006,0.49999999250000016,0.016554110849363982,0.52,0.5346554084599364,Verified
